loan_amount,income,credit_score,interest_rate,employment_years,debt_to_income,default
7612,52971.466158027004,683.0142574178548,2.6762128496048465,22,0.2900464728729093,0
28483,34897.728004858276,722.0303628484969,5.160138206413006,18,0.5191728371480524,0
22159,50149.72814834834,713.3831931605605,2.0,14,0.22973731448298432,0
49974,41505.95469013754,658.0280173074061,5.569264674163071,0,0.24463353641801625,1
45994,44952.302536158,681.5595875738964,5.1876934463007265,4,0.438934767008727,1
19541,61799.260202381134,812.7268051053933,4.233559088010297,29,0.2063566474758982,0
40920,53982.536915832345,719.600129172332,7.142445838236468,12,0.2145770935127144,0
31531,85492.41679007019,621.5478994345228,2.0,9,0.2526312145087074,0
6585,76170.05059061215,725.5105074123205,4.972767610112383,28,0.4394643848301879,1
8943,50866.740932844914,765.1544136513974,6.7963978379242755,4,0.544694046211616,0
28939,46247.73237389227,654.7810909923636,5.193212868691113,22,0.4372838255634933,0
24457,80739.62903496288,677.157885165826,7.049099221493827,29,0.5139071221720626,0
6021,84900.63734225224,772.6885477479259,4.324139807622031,0,0.37178029484723485,0
16653,27086.276346817016,701.7456234413115,4.7492592394251005,9,0.13446161067257265,0
48573,61392.86435957552,692.8560888604355,6.849885397579981,17,0.15023310575425033,1
18417,56221.82538154909,633.197098506076,6.341830610787543,26,0.37719598918345776,1
45757,69736.80210089905,753.5283154240434,8.598879962235129,21,0.26390048432105484,0
14692,89140.02186242255,690.5765481624686,5.154225180881293,7,0.21028403681847133,1
11873,52739.14471008303,591.4508532421615,5.300369638908811,19,0.33312846365131044,1
10675,29089.52228004129,621.3681242616873,4.307899887464459,2,0.4332483704521508,1
5161,68685.11550223896,671.9209692408651,4.693919319315233,18,0.29249597386792925,1
42065,80849.46102906304,646.3578853418683,6.61709834508891,18,0.5012711285786708,1
31557,55443.60327720338,654.2019123150011,4.999601942634041,1,0.46926162328569687,1
38763,49424.437797905084,817.2334947651715,3.7890627595790183,16,0.4674574410797834,1
37606,53441.10891933451,735.3761506833052,4.435922276903338,15,0.5925948448386943,1
16534,72753.08050696852,571.1327488502828,4.864507122126761,20,0.2476149886858174,0
34127,53183.085880725295,684.2839044389749,3.8862330970578363,9,0.42236279317044756,0
45397,64931.40450514268,695.5253296323066,4.313061285265653,20,0.5277391700801568,0
30851,60417.0437360991,626.1533033031683,3.5003085574534225,15,0.38976221695695545,0
6016,58869.30581365851,726.7193152767971,4.366092797614182,4,0.4947510880576963,1
29253,70519.3849012835,597.930533743004,6.7493137264622725,19,0.3072260929199562,0
29276,52821.30150203709,754.8473478885185,5.0725840928484365,2,0.3952456728274023,0
28247,53541.20159726581,772.0764990861442,8.691979090461587,27,0.12783319640216415,0
29300,71964.04274999631,817.6292539478501,3.8542019105137584,2,0.5928838029124067,0
13529,45196.120137470214,621.2835372883544,5.728241743008246,1,0.5000092407242086,1
22262,46796.69713766509,631.4551320749932,5.333308735372076,20,0.5344045358157248,0
14268,41095.2856298461,734.6336017126365,5.975659268351035,3,0.4471471390714731,1
26271,72735.1636991483,759.1340027532989,4.090896212013918,21,0.19302501640434974,1
17185,58421.44547878099,740.4476330679286,4.447302243598708,17,0.11551422120901614,1
26243,40295.772808814,753.985850359713,5.610883672321231,1,0.5323283038680068,1
44099,72807.12843463603,768.8413680982517,4.242996115393408,23,0.2981653268680615,0
13571,51666.867576368466,710.1125197764617,2.339795900485278,5,0.23193243801995997,0
44976,46924.828817446716,689.3725043289704,6.965677332565159,2,0.3808364794194722,1
43044,57064.82161684572,631.5911396037299,6.3321425964849265,20,0.31044926123785965,1
45774,82180.85414201838,685.09472973921,4.374294048545343,2,0.4258329978437785,1
7568,54075.56705255144,692.7555798834552,5.327475789605487,26,0.3418966165272568,0
7027,68630.08296173377,652.5157713337873,6.510245814369604,1,0.44861657022013535,1
7695,70906.20030676431,698.0887899421468,7.016331849199785,2,0.5267116347545715,0
10258,66649.09947009609,646.8810516460259,5.1563889635230815,16,0.19777850547789452,0
27002,79066.07474511393,755.6666168173584,4.121960908283896,13,0.26471644028274344,0
44504,49393.259930515815,721.291223458958,7.196402683332543,6,0.31840779328531943,0
38159,44349.977354244955,677.0198155580842,5.142078881170456,21,0.5810292240138191,1
18986,44055.50015962508,709.4420303913042,4.779202990238619,20,0.2826668067737427,0
17666,57832.9737705031,644.7455118820925,5.394819845542895,5,0.2905499247963148,0
43660,45794.30013239206,649.8153618440368,6.732090079602804,7,0.4267362614797806,0
8561,62213.11367797993,668.3072680861388,4.941801928337577,18,0.30959985494497466,0
31854,61154.8262958734,690.403596479545,6.478998900404411,18,0.5756118728198026,1
43952,75278.59954779061,707.0600906244512,4.6871867682490365,11,0.547234380237722,0
27662,64367.1646235406,707.2578183448003,5.913583019366229,4,0.3567043888878365,0
13392,53757.72216207828,634.0611166751349,3.5778674204333045,4,0.4223876169739249,1
35535,66162.73806649024,695.9635558553921,6.604414118684831,13,0.12901528094181028,1
18067,44547.08970153089,659.0972339709223,3.9859375938453687,26,0.4478652640161991,1
28599,59427.88967963524,529.5516631274684,5.688930646531042,16,0.4536004364745161,1
40222,64791.01850393371,850.0,2.7701476606101028,15,0.27959964782160407,1
16837,61939.7639722519,660.0674637023544,5.037221496974762,3,0.20984144181263634,1
19039,66225.97642403976,662.8423922927598,5.282184787792216,24,0.5575392009085084,1
35818,50339.30976430813,632.6781938819704,3.9780112685864566,7,0.3133524504025639,1
24115,77280.47104214274,647.1253522651413,4.835338041349735,2,0.42685305240085536,1
15965,87332.53424093561,690.5663842542942,5.393151254776672,20,0.11666439748812799,1
29538,35959.857827121086,767.5906662060014,5.844902978817391,4,0.3070335832884181,1
47530,41766.03006068627,690.282566422616,5.150214662847629,22,0.50862940550694,0
10056,60646.245120365784,683.8218845382662,6.99866574211745,23,0.29378800020035756,0
37482,56151.73529170689,760.0136988510694,6.737393443370051,24,0.40158058006843844,1
13110,88446.18608659174,673.7801734732458,4.954068302904766,6,0.20492790024226973,1
18773,63296.76485136692,701.0574697787833,3.0045037205799447,17,0.3082628244197798,0
32266,80888.17880588936,653.9214967393509,4.269385677711719,23,0.5638188590265933,0
22412,29263.141703195997,784.2566750476285,2.0,7,0.3832258748505186,0
38270,72212.54224998527,752.4255120017923,4.72530520808099,10,0.5509657295464657,0
11910,49267.24771112519,692.3506315233317,7.102630163456052,28,0.5510096497447716,0
30446,49026.86145570514,680.0278359064637,6.186513064659827,13,0.5720739002122398,1
5206,56274.62960381814,698.408027168163,5.125265824851458,17,0.5476958300400526,1
26518,38631.245404033616,693.0808710694599,3.9088035414891094,12,0.10164056450515033,0
27361,66641.78287982779,622.6590167338663,5.1834564351327845,5,0.5670074457907984,0
28419,62860.72450075192,754.1333725712688,8.196841214148007,12,0.1687297195426882,0
46523,63992.883722809056,688.6431109877807,7.231547905781865,25,0.11996312555557528,0
27403,73305.46533199359,794.9170188023072,4.7745571090983,0,0.12769426728902641,0
23141,82721.7306929123,721.0907855381291,2.7770794803909835,10,0.2744580975882168,0
19820,54544.33426368679,573.9456674935154,8.312144443293246,6,0.41040204263439684,1
45342,67160.25959604711,635.9188275075475,3.9067400618688364,9,0.3011555982594988,1
11374,64394.82312502469,592.697244664087,5.795113006399077,1,0.11277714232468974,0
6678,65664.21759493409,635.2975972840551,2.6619247014607943,15,0.3382413170873574,1
38827,65888.96496698975,618.319916290531,4.515372904708764,4,0.32106537113519007,1
21198,83857.55016847258,712.6283745190921,2.655824905020914,15,0.4784246327508235,0
14914,53104.8469726606,684.1957329196862,3.257171846006542,29,0.23980644921271918,0
32890,37113.961451944764,737.0269959014445,3.6129267507392773,22,0.20876558689718358,1
27299,49531.89347076169,698.095020866302,5.715506790522567,25,0.22796947883831312,0
48585,71359.00400303108,687.9845465927582,4.855864736003896,15,0.251869911314924,1
48689,60349.94262970766,800.1603474634671,9.068388660573634,26,0.3995824366835833,1
47557,52986.009892575064,711.1411316929251,6.7006959878931145,14,0.3357627427260399,0
49020,43852.54097385537,695.9744241248712,6.733236567316155,8,0.268447282589529,0
7693,63319.29182595799,657.3279539965979,5.755501308173293,29,0.2871570791418392,1
34467,69667.59412910714,641.2043242165187,5.414077973295326,0,0.2854618300794881,1
34723,64588.080826440426,738.5250509196051,6.783585983094037,8,0.5862033473551587,1
8627,56200.04503267581,735.534799891743,2.0,10,0.21649849402647628,0
30939,62199.61926446194,778.57893694745,4.066683525067902,4,0.5090307801361293,0
47941,62112.64449836123,723.9455796651408,2.9592585464772143,5,0.4541054187940935,1
26834,62845.453968264934,680.3448581280227,2.1735662205522357,29,0.1027850028017753,1
23047,42235.42573471319,725.5505139385159,3.8469578967975346,7,0.596588109062744,0
31105,62959.895259223165,695.984969889803,3.2783185883458428,14,0.4782196853167868,0
15230,53391.052973007085,743.2692567036885,6.7912941346154305,26,0.44122479317539565,0
20707,75609.27909014639,766.7165913426022,5.137448043030387,15,0.30266235383831863,1
26976,61993.77962625411,691.5721826808107,2.0,29,0.3776015444571448,0
49262,72532.18832734338,787.865481990737,5.47106229396271,17,0.2266354478337351,0
28776,55473.279194253715,759.417363381076,3.4817098715522383,11,0.11774170257284874,0
35080,56014.29243582812,700.8842169715535,5.093442846864089,22,0.5180108292229865,1
6306,82413.76869384498,733.537163752897,5.590582525248242,27,0.5482422468405859,0
11776,66545.02782623262,715.2748443490092,3.874276416830404,3,0.18123531830711995,0
32251,49282.28201391392,701.0996996402147,5.3260397557076224,24,0.49352804792286653,0
14474,73454.61657930711,795.6572528236505,5.603110140121022,21,0.4705763366428294,0
45294,52000.42899858194,725.8802230495346,4.7535935063646,15,0.18918750096804524,1
26959,63385.47206717284,657.951581968447,3.9205631082029186,22,0.3109144012873969,1
10530,87550.11946289107,648.6015161535696,5.0047136269996955,10,0.3113789604170517,1
34320,38530.76418542919,650.6451539773886,4.790770898457344,21,0.4799821291526243,0
8748,57363.271173501955,724.4752250459087,5.474781167049893,26,0.5188304528880278,0
36968,66124.07461353045,682.9243163840471,4.6043404626485485,23,0.1473875606956855,1
37562,71470.47501997011,716.6646858306389,3.211970325234542,21,0.3814846174521015,1
18545,41381.49138958691,746.8198142480686,4.746486454908333,6,0.4808742484644426,1
5663,36963.14597137473,801.4356765216144,5.490016495060125,23,0.49309529703257926,0
39766,76361.24027985639,684.0763383155821,5.277703281221381,14,0.17399676221520446,0
12994,49193.77714794244,629.5724696333385,4.833610617278124,16,0.3627525715753971,1
33021,48565.76238004027,789.6201032665364,4.2700805154447306,14,0.5287793531813515,1
35303,83253.7450915825,627.1449588840464,4.192486209233968,9,0.2592592882926421,1
8304,61045.53472097734,625.1785646272103,4.348186391873617,27,0.3125584494558986,1
44353,61143.57341522361,788.3225129983449,6.614240293868466,3,0.5021792556681662,0
22675,57303.008322727015,753.311576386874,3.578224063006113,21,0.14465976059188115,0
49417,41640.26899885245,724.2420170613091,5.136484395056211,16,0.5297466449444891,1
28938,70135.45424091582,697.5039501273263,3.113003184272613,3,0.25557835836540455,1
28664,66141.75782888435,688.0397991302373,6.147098429253699,21,0.10072515829556358,0
6636,62530.369880091486,667.458698750283,4.195800930481855,22,0.21707957252817914,0
25080,58255.15441085613,685.8478412862291,3.7615805637773834,28,0.14475032044775324,1
32728,55615.2052599257,697.6292309484639,5.323172808362417,21,0.14619245349812207,0
31736,73687.25084321122,631.277505403029,2.0,10,0.4464178670712957,0
33673,57880.60405190857,658.9885742013772,3.0507844314716905,3,0.20698816781953241,1
42505,59039.08442199166,594.4040875567903,5.541363630890395,11,0.5673711814884912,1
5854,67948.3973232566,703.8963726050157,6.5219091442625405,28,0.35822227329565204,0
29548,63119.41396020579,703.9050600542164,5.676405973550536,22,0.3300491289774593,0
43623,84634.14086310659,788.925771813259,5.209149445444349,9,0.3171417591100758,1
12392,33579.49833790043,718.7777461016279,8.615576236903927,13,0.44629381983581595,1
26556,64498.61157550895,672.197896654231,5.7371004193171435,17,0.3261313812618042,1
43559,49415.91329291747,689.9822499150133,3.43323062540319,5,0.16430017811259592,0
31309,45868.701978676065,724.3411156255551,6.536992695847333,4,0.5400860903203782,1
26919,53144.03690933478,711.3806313272501,4.03844790738663,1,0.3141976744628293,0
9931,60820.191127226426,728.9142959605799,3.9376435441863817,24,0.13700228784975124,0
37970,61486.036138851145,718.8522386768967,2.9286007094319357,12,0.3646829937488806,1
49215,37240.406764822605,687.3677867404999,4.382878336844527,22,0.4236734292278517,0
17688,51883.74255483271,673.21033544635,3.1557575293211393,13,0.23779123207887928,1
30342,64218.32327214689,670.5218898020017,5.836136907551266,2,0.5001702038369211,1
42157,46846.04323824518,653.7364357688971,4.8118767151020165,22,0.43488792301868184,1
7327,43278.24142925227,645.8940358112737,2.9585691308078994,10,0.4251705846322167,0
45772,26158.015387605832,791.9231965431237,4.878435005507719,26,0.31041247643389713,0
45545,50052.09827436962,706.2355075823028,6.490746890497109,21,0.5809576507056439,1
5197,42755.56201573779,692.2349274445833,7.433392058082683,22,0.23709458397462382,0
28509,45241.00675334913,675.2057841913547,2.315576808127982,3,0.3888527505077263,0
39698,55922.6954508052,721.4439554665466,3.8324818631239213,12,0.2545275787363088,1
49542,51002.566851856536,760.1831943028037,3.0659745514484658,28,0.472402376485777,1
20087,42506.43159211041,736.163223812787,5.530326591272346,25,0.12389574193506073,1
27671,28262.376521501596,746.0794543655755,2.8866343851788194,28,0.12294693393752462,0
30184,64534.66957721464,670.673560890801,6.588852571816487,7,0.5054304847593957,1
32848,71292.4082071271,699.793537910831,6.805539370114333,7,0.31713408053183556,1
47107,54048.825315084396,671.331094407052,6.22717807573261,22,0.2705900273001779,1
25666,56013.36455318584,705.3515699401621,3.9240689116915126,12,0.4037634310876692,1
49357,60042.15773529185,763.6295504029106,4.018520851746657,22,0.45094967193448676,1
20708,83681.75364918378,721.970192245192,4.3150291648659564,9,0.2006006734222033,0
31370,36484.38309261343,781.3357182998026,6.657612709804907,12,0.19271562070236578,1
7811,53782.654111911455,685.5738194774929,2.452951588281083,12,0.5790753738799408,1
11546,34170.4055380092,659.6519472991477,5.579186173804783,23,0.3948321531922847,0
39754,65434.77688103339,725.606424334714,3.599826859720956,16,0.2950582386471341,1
35206,57840.62409317983,705.9429181611409,4.370868847123833,5,0.5007208473347532,1
46106,63044.88169404116,716.1351126582334,6.10421517204922,1,0.3625794793889586,1
16411,62296.83843886615,708.6610081483249,2.7268305116518996,16,0.2208314051872907,0
7911,74860.62380555274,675.7782813324262,4.583389236671409,11,0.20336765282078692,0
6734,68071.99446852699,709.7868023885,4.806744332179642,25,0.2984296330849109,0
23227,72457.61936490131,748.6685267914586,4.943911492550251,22,0.5299479301299398,0
13680,44016.979651545844,753.8053853950977,4.845228402252228,5,0.13072395802212947,0
24360,77897.56297462716,675.5241700407314,5.834987427064599,4,0.20926300037738158,1
23343,49164.55890766501,711.5502965865243,4.322015665585143,4,0.5465759094262957,1
10759,50026.95686064029,773.8555541440794,5.548050405702897,24,0.16086728448462526,0
28078,64062.63866029492,676.6054625470238,5.4947582510947,8,0.4148128591320842,1
40153,64528.77394573914,667.5276800283724,5.429102843852528,27,0.20675568406051256,0
16111,43922.14796651282,739.7201481984436,5.791758033815145,27,0.4029334237559442,0
42504,57400.810623391546,730.9479603490239,5.423120598387722,21,0.291552083422116,1
6802,82323.52975304214,658.1511959133944,4.865491011504485,28,0.15083844821549594,0
13155,37974.95157698858,630.0269701521245,3.0965791480426,2,0.39123753377705317,0
13120,82278.28861519089,710.5778051148174,7.035780201200603,22,0.44152137354229304,1
44384,56374.52322875265,679.0701451067537,7.541938412765434,19,0.4401363094829014,1
26918,24933.6774984727,615.7961872685793,4.460889281009597,4,0.41851720453635477,1
25445,39499.023997756405,665.6398738075768,5.684611777031367,6,0.35011239046777287,1
35306,45547.836933972096,730.1304907517288,4.178580681461396,11,0.35973630842966287,1
21646,50641.06048825887,692.4294644544502,3.919670326725053,6,0.4178200549039798,0
36065,58429.30112061993,778.305202250933,5.082973717005952,9,0.4451296808733205,0
30199,20000.0,595.6381294790631,9.211183748074015,7,0.4274383694156926,1
46976,62802.065887164805,766.8996185743574,7.393020516504297,16,0.3934727824567259,1
21371,44173.642375126736,682.8048310116906,7.168300386526422,4,0.1779194924020592,0
16835,80857.83857401588,675.578933202181,5.778157871514848,14,0.2053082692464309,1
7049,55947.34918884039,622.4403081675873,3.6237123776480473,27,0.2301120105176742,1
36616,74142.69257599095,723.254092457138,6.5552234807900565,8,0.5598308285437511,0
43191,76655.2346987144,608.6619003003213,2.0,22,0.47969754589848324,1
25932,76249.09865199325,740.8951822298959,5.586311985697157,10,0.3764334097684391,0
34855,51503.898855562715,624.331796747912,6.64681690657878,27,0.22602846427202342,1
12158,51311.997634180145,632.2147019881545,5.227226382117286,12,0.1554457616220856,0
48016,56625.400510675274,640.4392691658659,7.489058570420708,17,0.5493796129899874,1
12400,69543.56063068389,664.2025016303252,2.861168487040072,16,0.5463330079114586,0
47642,52339.57095368756,747.1037970549751,7.401043485807822,23,0.15534779784784578,1
20151,58211.062896146286,775.1978266810827,4.763432442746413,8,0.49860833304824803,0
6154,64103.907245091745,669.3703225529987,7.176174167304831,9,0.3233225346549563,0
9499,46426.621109282,697.6718449346968,6.53029530868891,4,0.26198346641527004,0
11295,45478.37567506323,724.4958654536256,7.2711057680824025,29,0.4695522681043536,1
17183,57626.04177894014,683.5343818133048,6.463198265064795,10,0.40716477053036526,1
34299,59612.68222427462,722.5378813646498,6.037902438528287,21,0.49001505379666865,1
17874,66508.28220002465,699.7960264247985,7.049245628052607,14,0.13716443031646855,1
37711,70078.29862427333,687.3270060621734,5.083219036224524,1,0.25929350997872824,1
10539,43514.057691425274,629.0092152548951,5.903512573875901,26,0.2596584252083679,0
47405,47818.72602084653,707.4521598962335,4.994573074146689,20,0.2648765461438828,1
7557,45438.71568655347,747.9187852324029,3.97125018628776,27,0.35123993632190276,0
43360,81186.71102387132,661.0861076129859,5.790419383047746,19,0.2415069015404737,0
21482,58195.941146961966,601.5864682905335,5.295118701349179,23,0.3221918050437599,1
7200,60241.939428675316,684.0224678852348,6.885461361355684,23,0.28388879655770793,0
7961,60866.615460202695,775.488532240376,4.71161841167835,13,0.4676480240102556,0
26357,49264.94979423541,760.5974967743875,3.8589628280220243,4,0.4017503978375251,0
16969,83464.04278419046,670.9768897108708,6.864514295242506,26,0.42681471615865774,0
7869,66165.39982228092,722.7757502494928,5.095011630625314,23,0.20529194704132223,0
33643,60593.85794666923,730.6772956575284,3.813156291741423,5,0.2627510826634447,1
29736,43421.15368274151,774.5169060744834,7.0835689801034345,25,0.11058272380603715,0
43467,42571.01262515633,622.4708851899748,6.390141061332824,21,0.15418735364658495,0
28328,55366.38702591347,646.5585884685178,7.773248748147292,28,0.23252711599444367,1
30876,49500.123096422554,599.5122319381674,4.488628095665949,14,0.13273186065101053,1
26295,43988.334816801726,666.0795400827564,4.27877631877349,28,0.40131620017735126,0
8987,54435.62970642667,753.3152783734417,3.3701425849242397,3,0.5990650579619127,0
27399,56753.57957586166,672.014042002216,4.149642475569755,9,0.15040760703269426,1
38986,62126.78130690405,634.5905535089847,4.420459809512188,27,0.5106151063346326,0
25880,52441.20792938606,711.3318208741049,6.024502196801819,26,0.1594081236325736,0
9735,44885.98958009953,712.6184418393677,3.6059453011109586,18,0.434957009398218,0
49064,45406.1867101313,649.1475273524333,4.004994743915842,8,0.42157880152950855,0
9555,78194.59093839282,674.69770464076,7.5449859548648295,20,0.5513584674055997,1
46914,41223.634704573866,707.5288260322814,2.0,25,0.1569728068402562,0
45818,65447.734474369056,737.2993248345895,5.720390889181298,9,0.2577222330409489,0
24830,67793.19494661594,667.5563773255474,3.0643750808369035,3,0.14538988017734286,0
22429,58180.86786246497,660.3511826644663,3.7921217915016925,21,0.30369166290221694,0
11893,86517.43587607768,795.627734471597,7.1350426064457455,29,0.5557965867787225,1
19373,67525.78489541549,686.2986884627611,5.107364816445092,3,0.49076157553092803,1
8436,87643.54572456976,712.4717152107028,8.985614129428095,5,0.4614500502226596,1
13754,50234.039971276914,732.4182478197815,5.940218940867179,25,0.366513752431351,0
15677,50490.81885159872,610.655698242604,3.7554891878514463,7,0.5417428711677614,0
10895,67913.05738020022,699.0736519150747,5.836608529497027,15,0.32472089912066415,1
24738,56078.01544021196,617.7141857663169,6.694958623086006,7,0.17484283355031913,1
35746,85284.98137338026,693.46112756163,5.782899018155383,27,0.5187926115603896,0
37352,65125.50575446406,768.6561950918244,4.676958642062984,15,0.23981916402586342,0
44790,44331.38670214926,650.0765836639029,2.463413911056904,5,0.12681677051222404,1
46919,33947.75387183962,616.6790405126088,4.51633111469562,16,0.1630190153343957,1
10600,58826.42111485103,794.3842888433296,7.501424513306553,28,0.4045294580970741,0
34124,58663.153057001495,642.6471412298914,3.8049248516901666,0,0.4035409819605863,0
32643,64706.48884962581,625.0710501386504,4.382268344593886,29,0.23009158554101725,1
45764,78160.35860633854,780.951578469509,6.489933822634269,18,0.46359007397298957,1
14007,76186.69955990891,640.6765039101423,5.929553794494462,17,0.4868200776997672,1
42410,51316.48451495351,782.2457104864312,3.035150548008866,16,0.5602513130668091,0
49080,40592.70897293368,713.7045414085327,4.837074845646888,16,0.39246874933911846,0
45447,41488.18297486394,764.1978538336718,7.11045452289962,27,0.48971168207378646,1
13208,48947.97442017932,709.3033168047625,5.039717867803465,11,0.4765498398858169,1
23589,54499.026779414715,753.9851182364379,7.146846507414673,11,0.22890452423359645,0
48484,64575.93208447751,654.0775588709616,7.231663693125804,5,0.25511296396882965,1
22453,47985.486046560305,669.3198617988334,3.608509909205786,6,0.3392411978764357,1
41212,64205.87956669972,594.2244264452673,4.557432420374702,7,0.10951948376462425,0
48525,65430.60218788578,748.5890738878926,5.986405334893313,2,0.24869888657886177,0
37635,62150.15823893834,720.9784671657675,2.693470976878493,16,0.33694143667211895,0
38828,43070.65504480957,649.6337687335289,4.665425811073136,20,0.15403464764057187,0
23711,67017.40087853937,612.5548975841041,5.819279542576181,7,0.16313794388756273,1
8420,91219.04443150084,714.0906574312572,4.066623423203413,27,0.3316183678686706,1
36216,63688.45240369357,783.7977267386095,5.882160617496266,26,0.4654825157929656,1
5301,20000.0,693.1019538708838,4.099740986180422,29,0.5168744654603415,1
5699,78613.19358070355,667.0776980739141,4.083121823215494,10,0.37315694875237426,1
5190,49458.783349509205,653.1462859926016,6.116278878112661,19,0.3373744937733656,0
15492,93985.69035743538,762.4674353883161,7.052067399834911,17,0.2921402842298776,1
40743,61745.45177048941,661.0376087794863,3.9338830716906177,15,0.1964744962188031,1
11102,34729.489590212615,681.4410449991159,3.182959472841408,24,0.17328100140718236,1
24778,29029.537650618713,752.0867453959389,4.944115286381925,27,0.49594822583090403,0
31641,83096.11144013818,731.8740802418158,5.7003524037153745,12,0.3325033161061681,1
39584,76588.57478875908,683.3545335006661,3.918909306275151,8,0.4951601227398773,0
37745,93390.28328650034,665.0511529375327,7.491033083626338,18,0.4520415179503149,1
28093,60163.86728360333,773.278914487269,4.7797395019652775,6,0.19694795719168942,0
5569,59152.051749304796,644.1815162447009,3.905947795028271,28,0.3551536321056129,0
43210,54259.21811762164,689.4857407436308,7.897553118627169,16,0.3220083152113403,1
39663,50125.646381111685,624.7061756328849,6.899813516915697,7,0.3119367530453484,1
41631,54113.55668313277,759.4433588968518,3.908857510827609,7,0.3712855246019069,0
12455,63261.94998486044,676.2557062058497,6.600711229537123,28,0.591040950537719,0
9014,47341.488196318474,665.0187100642172,4.016233793928588,2,0.5064502988353726,0
16093,34960.65979689025,733.0831232692364,6.151364767539404,15,0.5518562158151958,1
23070,62398.149510212665,628.724231434893,7.665986641029021,11,0.11481979158801878,1
40777,47007.06601959852,731.769069060942,3.1867433815532236,14,0.17016818339625298,1
21538,20000.0,681.9728603966247,4.1933447747368415,20,0.14238183011228175,0
15729,68288.51085985516,639.7350392609903,4.226253364380998,3,0.23161550253263832,1
